class,name,content
西式,【寶寶食譜】蘿蔔糕 菜頭粿（電鍋製作）,紅蔥頭切小薄片、紅白蘿蔔刨絲。在來米粉用冷開水喇喇ㄟ成為粉漿備用平底鍋薄油，下紅蔥頭炒香，再下紅蘿蔔炒軟，接著下白蘿蔔拌炒一下，加入半米杯冷開水，開中火蓋鍋蓋悶煮一下，鍋內水煮乾了之後，白蘿蔔大致上也稍軟了，加入適量白胡椒粉拌炒一下倒入步驟1粉漿⚠️靜置一會兒的粉漿會有些沉澱，攪拌均勻再下鍋用鍋鏟將粉漿和其他材料混合均勻，粉漿越來越稠、成團的時候關火容器（我使用不鏽鋼盆）底部舖上烘焙紙或均勻的抹薄薄油，倒入粉漿壓實抹平電鍋外鍋倒3米杯水，放入蒸架，按下開關，直到電鍋開始冒煙、大滾時，再將炊粿容器放入電鍋跳起後再悶個20分鐘，打開鍋蓋表面刷上適量油防止乾硬，室溫完全放涼後，再進冰箱冰數小時就完成了剛打開鍋蓋時會感覺粿好像有些濕濕黏黏的，是正常的，放到完全涼了、冰進冰箱，就會變堅固了，要吃的時候切片下鍋稍微煎一下就OK了😊
西式,【寶寶食譜】芝麻蛋捲（平底鍋製作）,奶油室溫放軟（手指輕壓可以凹陷的狀態），加入糖用打蛋器攪拌均勻（呈乳霜狀）蛋一顆一顆加入奶油中（先打入一顆全蛋，攪拌至奶油完全吸收、看不見蛋液，再打第二顆，一樣拌至奶油完全吸收再加入蛋白，攪拌均勻）分兩次加入已過篩的低筋麵粉，輕輕拌勻至無粉粒，最後加入黑芝麻粒喇喇ㄟ桌面鋪張烘焙紙（全聯有賣－萬用料理紙）。平底鍋開外圈小火熱鍋，不用加油，舀入一小匙麵糊，覆蓋一張烘焙紙烘焙紙上用個鍋子重壓（我用鑄鐵鍋），計時30秒，拿起鍋子、烘焙紙，將蛋捲皮輕翻面，再煎個7、8秒鏟起（不要煎過頭，鏟起來要是軟軟的狀態）將蛋捲皮放在桌面的烘焙紙上，拿根不鏽鋼吸管（或筷子），趁熱快速將蛋捲捲起後靜置不動稍放涼，開口處壓在下方鍋中放入新麵糊，再回頭取出第1根蛋捲的吸管（筷子）⚠️一定要趁熱捲，動作稍慢蛋捲皮就會開始變硬變脆餅、捲不起來喔，有點燙，要注意安全捲好的蛋捲放至網架上放涼，待全部蛋捲完成，再全部放回鍋中，一樣外圈小火乾烘個5分鐘（期間要翻面喔，避免燒焦）完成後再放回網架上完全放涼，裝進密封保鮮盒室溫保存
西式,香蔥酥餅,將調味料與蔥花攪拌均勻，作為酥餅內餡備用。製作全蛋蛋液備用。消毒乾淨後的桌面撒上手粉並放上餅皮，平均的鋪上蔥花。餅皮邊緣塗上蛋液後，將酥餅上下折疊。將香蔥酥餅平均切成四等份，在表面均勻刷上蛋液，撒上黑白芝麻裝飾提香。烤箱設定220度預熱10分鐘後，將香蔥酥餅放入烤箱烤20分鐘後，就可以香噴噴的出爐啦～大口咬下，滿滿的幸福～
西式,韓國松餅 송편,"先加入黑芝麻跟花生粉
也可以用其他堅果代替, 份量抓一樣就好加入蜂蜜,攪拌均勻, 餡料完成!👍🏻在大碗加入大米粉, 是韓國傳統做松餅的粉
香港應該蠻難找的, 用糯米粉也可以的慢慢加入熱水, 攪拌混合到成團就好接下來會調色, 可以加入不同的蔬菜粉去調色
我是用了以下的材料去調色喔
綠-抹茶粉, 紫-紫薯粉, 粉紅-草莓香油, 黃-芒果香油
調完色記得用保鮮紙包好, 才不會乾掉因為原本影片中有教大家做5款造型
但整個截圖的話, 文章篇幅會太長
我會簡單教大家做3款, 其他在影片中也是看得到的!先從簡單的蜜桃做起來吧🍑
取粉紅10克, 白10克, 隨意混合
不用完全混合, 有點粉有點白會更好看加入餡料封好, 滾圓做蜜桃的形狀用牙籤畫出線條用牙籤畫出線條黏上葉子後, 用牙籤畫出葉脈蜜桃完成!🍑🍑🍑第2款是做南瓜, 先取20克黃色麵團包入餡料, 封好滾圓先定一個中心點, 這對之後的操作很有幫忙, 一定要點好從底劃上去直到中心點停下來, 這部分影片可能會比較清楚劃好4份後, 再從中間劃一下, 一樣是直到中心點停下來中心做一個洞黏上樹枝, 葉子等細節南瓜也完成!最後是做很可愛的小葡萄🍇🍇
先取10克紫色麵團拿一小塊滾圓, 像小珍珠一樣
把這些小珍珠都黏在一起😆😆😀漸漸塑形起一串葡萄在頂部黏上葉子樹幹葡萄也完成!🍇🍇這份量大約可以做19-20個左右放在蒸架上蒸大約15分鐘蒸好了!麻油跟油混合好把油塗上去😂😂😂
(我知道塗麻油很怪XD, 但這是韓國的做法
塗麻油會比較香, 外形也比較漂亮)然後就完成了! 可以放心吃了XD歡迎大家多看多練習, 也希望大家能順利做得到!
其餘2款影片也有詳細的教學的!😋😋😋"
西式,彩虹芋頭蛋黃酥,鹹蛋表面噴米酒、放入烤箱180度烘烤8分鐘。放涼後對切（10份）取芋泥25g、包入半顆鹹蛋、滾圓後蓋上保鮮膜備用。油皮製作：中筋麵粉、糖和豬油先混合再加入水、用手揉成麵團。蓋上保鮮膜鬆弛25分鐘。油酥製作：麵粉和豬油各分4等份。加入適量的色粉用手揉糰、蓋保鮮膜。油皮和油酥分割成5等份。油皮包油酥。捏緊收口朝上。第二次鬆弛15分鐘。取一份麵團、桿成長牛舌狀。從斜邊捲起。捲成長棍子狀。用桿麵棍桿長。由上或由下捲成圓筒狀。拿一把利刀對切2等份。蓋上保鮮膜、最後鬆弛15分鐘。取一份鬆弛好的油酥皮、刀口面朝下、桿成圓形。包入內餡、以虎口收口整型。置於烤盤上。烤箱預先預熱。上下170度35分鐘即完成。放涼後外皮會更酥、再食用。
西式,布朗尼月餅,"製作外皮～

低筋麵粉、蘇打粉、鹽一起過篩～蜂蜜+沙拉油拌勻

加入過篩的粉類拌壓成團～

放進塑膠袋中入冷凍庫冰30分後即可使用～

沒冰過的麵團會黏手是正常的

冰過後就很好操作了～製作內餡～

粉類一起過篩～糖加軟化的奶油拌至糖融化～

蛋液分3次加入拌勻～蛋液完全吸收後加入粉類、核桃、葡萄乾拌壓成團～

㊙️葡萄乾可先用蘭姆酒泡一下待軟瀝乾就可以使用～

成團後放塑膠袋入冰箱冷凍庫冰30分後即可使用～

麵團剛拌好非常黏手是正常的～從冰箱拿出2種麵團～

各分成15份～外皮搓圓再壓平放內餡～

邊壓邊轉讓外皮包覆內餡～

最後收口～搓成駝圓形拍上少許乾粉～

放入月餅模中～放烤盤上輕壓2下離模～準備入烤箱⋯

220/180預熱15分

入烤箱烤10分後拿出刷蛋黃液2次～

刷完蛋黃液後準備再次入烤箱～

200/0用上火烤5分表面上色即可出爐～烤好待涼密封起來⋯3天後是最佳賞味期～

3天後口感應該是外皮柔軟內餡鬆鬆地⋯

如果內餡是硬硬滴⋯就是烘烤過久變成硬餅乾的口感～

不過這樣也很好吃內～

看自己喜歡什麼口感取決於烘焙時間的長短～

下午茶時光💖來一壺喜翻的茶品～度過悠閒地午後💕"
西式,【低醣生酮】生酮冰心綠豆糕,綠豆仁洗乾淨泡水3小時，將水瀝乾備用。綠豆仁加入100cc水，放入鍋中蒸20分鐘。取出後趁熱放入食物處理機，加入羅漢果糖、豬油、酥油，打到細緻。將綠豆糊倒入鍋子炒到水分稍收乾、不黏手（大約剩下300g）。取27g放入綠豆糕模型，壓緊實推出，放在墊有防沾油紙的平盤上，放入冰箱冷藏2小時就完成了。
西式,花好月圆中秋夜·共享云硒黄金冰皮月饼,云硒黄金粥放入料理机打碎成粉状，充分过滤后，留细粉备用倒入炼乳、牛奶、色拉油、糖粉，混合搅拌均匀再加入澄粉、粘米粉、黄金粥粉，搅拌均匀，最后加入糯米粉，搅拌成无颗粒的粉状糊，静置30分钟粉糊入蒸锅开大火20分钟，中间要搅拌一次，搅拌均匀再盖回继续蒸。蒸熟的面糊取出，快速用筷子使劲的搅拌至顺滑。等待其冷却，就是冰皮了。也可以放入冷藏室，一般冷藏1小时，加速降温。锅烧干，放入糯米粉，微火炒2~3分钟，炒至粉出香味微微发黄即可，糕粉就做好啦。炒完以后后沾点尝尝，没有生粉味道就表示熟了。冰皮冷却后，把冰皮分成30g一个的圆球，馅料提前分成20g一个的圆球，（馅料可以是红豆馅，可可馅，抹茶馅等，按个人口味）在手上拍点糕粉防粘，然后将冰皮放在手心压扁成饼状，中间放入一个馅料圆球，用冰皮把馅料包住，并慢慢往上推，就像包包子一样，直到把馅料全部包裹住，收口，搓圆在模具里撒点糕粉，让糕粉均匀粘在模具壁上，然后把多余的糕粉倒出来。这样可以方便一会脱模。然后把包好的冰皮面团放进模具，用手压实，把模具倒扣过来，脱模，冰皮月饼就做好了。可根据自己喜好在冰皮中滴入蓝莓汁，蔓越莓汁，紫薯汁，芒果汁等，这样做出来的冰皮月饼颜色丰富，颜值更高。
西式,和菓子月餅,"在碗中加入糯米粉跟水, 混合好加入白豆蓉, 混合好利用微波爐去加熱麵團, 每次加熱完都要攪拌一下加入色素(水性), 調成自己喜歡的顏色因為原本影片中有教大家做5款造型
但整個截圖的話, 文章篇幅會太長
我會簡單教大家做3款, 其他在影片中也是看得到的!先取白10克跟粉紅10克, 像圖中重疊加揉平包入23克的紅豆蓉, 餡料可以換成任何你喜歡的餡用手揉成橢圓形, 這是兔子的身體
麵團向後推, 耳朵的形狀就出來了黏上黑芝麻做眼睛把麵團推過篩, 就會出現一個毛球的東西
取一部份下來, 尾巴GET! 把尾巴黏上就可以了之後我們做有點難度的菊花
取藍10克, 白10克, 重疊一起並揉平放入23克紅豆蓉, 包好, 盡量要用白色在外面先定一個中心點, 這對之後的操作很有幫忙, 一定要點好這是三角形的工具是和菓子專用, 沒有的話也可以牙籤/膠板/尺去做
任何可以界線的工具也是適合
從底劃上去直到中心點停下來, 這部分影片可能會比較清楚劃好4份後, 再從每一份分3份, 一樣是直到中心點停下來之後用工具推出花紋, 一前一後會比較好看最後在中心點一下, 放上黃色的麵團就可以做我最喜歡的小柑
取橘色10克, 紅豆蓉10克, 包好定一個中心點
然後像剛剛菊花一樣, 劃好4份後
再從每一份分3份, 一樣是直到中心點停下來整個沾上玉米淀粉取橘10克, 白10克, 包好在中心按一下放上綠色麵團用工具.小刀劃開表皮, 輕力把皮撕開, 看起來會更像柑做一些小洞會更像的終於完成了~(擦汗)
和菓子看起來很難, 做起來也蠻有難度的
拍影片前也練習了好幾次
歡迎大家多看多練習, 也希望大家能順利做得到!
其餘2款影片也有詳細的教學的!😋😋😋"
西式,桃花酥,"準備油皮材料油皮材料全放進盆里,麵糰揉勻不黏手后,蓋上保鮮膜鬆弛30分準備紅趜油酥材料備好紫薯油酥材料全部拌勻成團,蓋上保鮮膜,放至冰箱冷藏把芋泥餡和豆沙餡各分7份,每個25g,搓圓備用把油皮分為14份,紫薯和紅趜油酥,各分為7等份油皮揉搓圓壓扁,放上油酥包緊好全部油皮包油酥,蓋上保鮮膜鬆弛15分取一麵糰,桿成長舌狀,由上往下捲起全部卷好,鬆弛15分,要蓋上保鮮膜,免得麵糰發乾取一鬆弛好的麵糰,放入成直立狀,再桿成長舌狀,由上往下捲起全部卷好,再鬆弛約15分,蓋上保鮮膜把鬆弛好的麵糰,由中間往下壓兩端往中間折起把麵糰壓扁,在桿開來中間放入內餡把收口捏緊,滾圓全部包好放至烤盤上,蓋上保鮮膜包好餡的面團用手壓扁,再桿平一下用小刀切5刀,分岀5個花瓣,中間部份不要切用大拇指和食指捏出花瓣形狀5個花瓣全捏好在用小刀割出花蕊,每個花瓣各兩刀全部用好放在烤盤上花心部份抹上少許雞蛋液在放上黑芝麻放進已預熱的烤箱,170度,中下層,烤30分出爐後放至網架上晾涼,就可包裝起來或放進密封盒裡"
西式,四色綠豆花酥,"將油皮和油酥材料都秤重秤好⋯油皮的中筋麵粉和油酥的低筋麵粉都先過篩備用！
無鹽奶油於室溫軟化備用！先做油皮～
將油皮材料混合好，抓揉成一光滑麵糰！將油皮麵糰用保鮮膜包給來，鬆醒30分左右！接下來做油酥～
將軟化的無鹽奶油加入已過篩的低筋麵粉，抓揉成一均勻麵糰即可（不要過度搓揉，避免出筋影響口感）油酥用保鮮膜包起來⋯先放冰箱冷藏備用！將內餡綠豆餡分成20個，每一個30g!接下來將鬆醒好的油皮麵糰分成4個！調色～
分別將適量的調色粉或色料⋯慢慢加入油皮麵糰搓揉至均勻麵糰！
👩‍🍳調色方法⋯可以在色粉內加一點點水，（ㄧ小匙就好，不要太多）混合好後再加入油皮麵糰內搓揉成一均勻麵糰！
如果是用色料調，用牙籤沾取一點點混合油皮麵糰，不用加水調哦！將調色好的油皮、油酥秤重好，分成20個！
內餡也分成20個備用！開始整型～
將油皮掌壓成小圓，包入油酥⋯收口捏緊，搓成小圓！每一個顏色都ㄧ樣⋯步驟同上～包好，如上⋯蓋保鮮膜鬆醒10分左右！整型～
取出一小麵糰，用桿麵棍桿成一牛舌餅狀⋯如上從上往下⋯慢慢捲下來！如上～將麵糰調個頭⋯掌壓平⋯用桿麵棍從中間，分別往上和往下桿開⋯如上！再從上面慢慢捲下來，如上！每一個都按以上步驟整型好，然後蓋保鮮膜鬆醒10分左右！開始初步整型～
先從抹茶色花酥開始⋯用大姆指從中間壓下去，兩端往中間折起，捏一下⋯再將小麵糰壓扁⋯如上圖！再用桿麵棍桿成小圓,光滑面都是在下喔！光滑面在外，剛桿的這面包內餡⋯
將綠豆沙包進來，收口捏緊⋯搓成小圓！其他顏色的麵糰步驟同上⋯都先做初步整型，包好綠豆沙⋯收口捏緊，搓小圓蓋保鮮膜備用！開始整型～
先做綠色抹茶花酥⋯
取出小麵糰⋯放桌上⋯我放粘板上，用ㄧ小刀劃5刀⋯如上圖！然後用大姆指從中間輕壓ㄧ小洞，如上⋯在小洞內加些黑芝麻粒，抹茶綠豆花酥完成！接下來⋯做草莓色花酥整型⋯在麵糰中間壓ㄧ小洞⋯再用小刀劃4刀⋯如上圖！可以將中間洞的餡外露些，這樣烤起來比較美喔！
草莓色綠豆花酥完成！接下來，做這淡藍花酥⋯
將麵糰稍掌壓⋯用小刀劃8刀⋯然後在中間輕壓ㄧ個小洞，如上圖！再將每個花瓣扭轉成如上圖⋯完成！紫色花酥⋯用小刀劃8刀，步驟同上⋯扭轉方式⋯將兩個花瓣分別往內扭轉變成ㄧ花瓣，如上圖！每一個花酥都整型好了，準備進烤箱⋯
烤箱用170度預熱10分左右！將烤盤上鋪烘焙紙⋯花酥整齊有間隔的排好！
用170度烤25～30分左右！
每家烤箱烤溫不同，要隨時觀察花酥狀態調整烤溫和時間！烤好的花酥⋯真的真的美呆了！
好療癒啊！我自己看了都捨不得吃⋯
移至烤網放涼，再包裝哦！太搶鏡了⋯再多拍幾張😆趁著中秋節前夕，不妨自己做看看⋯
真的自用送禮兩相宜，很吸晴的中秋禮盒⋯推薦給大家❤️"
西式,鳳梨酥,奶油和糖用電動攪拌器低速打成霜狀加入蛋用中速打勻分次篩入麵粉和奶粉攪拌成團餡和皮各25g，分餡時可撒麵粉以防沾黏皮壓開包入內餡，搓成球放入模具，用手掌心壓實放入烤箱180°C烤20分，翻面烤5分鐘後立即脫模即可完成放涼用保鮮盒保存可放1個月
西式,菠蘿蛋黃酥,"菠蘿皮：奶油加糖打到乳化，再加過篩的粉類，揉成團放到冰箱備用。油酥：麵粉加無水奶油拌勻成團備用。鬆弛20分鐘油皮：粉類一起過篩，中間挖洞，放無水奶油、熱水，攪拌。
慢慢讓旁邊的麵粉一起辦成團即可。鬆弛20分鐘。油酥每顆12克。
油皮每顆18克。
油皮包油酥，桿平捲起，鬆弛20分。
鬆弛後再桿平捲起，鬆弛20分。
兩頭往內摺，桿圓，包入內餡。菠蘿皮拿出桿平，每顆大約15-18克，整成圓形或用壓模的方式，黏貼在月餅上。
可自行決定是否劃刀。塗上蛋黃、灑上芝麻，180度烤30分鐘即可。"
西式,果凍冰心月餅,"先製作冰心內餡部份
冰皮粉50g加入水50g、火龍果汁5g攪拌均勻再加入白油，攪拌均勻分成適當大小，放入模具內果凍外皮
蒟蒻果凍粉50g、熱水150g、火龍果泥50g 攪拌均勻果凍液倒入步驟3的模具，冷藏30分鐘脫模就完成囉!"
西式,【中秋節】海棠酥,將油皮的材料全部混合均勻。蓋上保鮮膜，放置室溫鬆弛15分鐘。將油酥的材料全部混合均勻。把一半的油酥與紅麴粉混和均勻。包上保鮮膜，放置冰箱冷藏15分鐘。將鬆弛好的油皮分成20等份。兩色油酥各別分成10等份。油皮包油酥，收口捏緊。把油酥皮用手壓扁，再用桿麵棍從中間向上桿，收回再從中間向下桿開。（過程請勿來回桿）將麵片由上往下捲起，收口朝上蓋上保鮮膜鬆弛15分鐘。（過程中如果太軟不好操作可放置冰箱冷藏之後再拿出來，記得表面要蓋上保鮮膜）一樣從中間向上、下桿開再捲起。（過程中如果太軟不好操作可放置冰箱冷藏之後再拿出來，記得表面要蓋上保鮮膜）再蓋上保鮮膜，鬆弛10分鐘。把鬆弛好的麵糰從中間壓下，再把兩側的麵團押往裡面。將麵團用手掌壓扁，兩色麵團疊在一起，再用桿麵棍桿開。。包入內餡，每顆重量10g。（內餡可依自己喜歡的更換）收口捏成五星狀。用剪刀將收口不整齊稍微修整一下。每片面片各剪三刀。將最上方的那條往中心放，使用竹籤輔助插入。再把左邊下面那條與右邊上面那條捏合。兩條要確實捏緊，不然油炸後會分離。油溫約120-140度下鍋全程小火，使用湯勺將淋油上去炸至外表酥脆。烤箱預熱140度烤10-15分鐘把油逼出，出爐後移至冷卻架上放涼即可。完成！（建議當天食用完）
西式,銷魂芋頭酥💃🏻,"將所有粉類準備好，全都過篩備用將中筋麵粉➕糖粉➕無水奶油倒在一起，按壓方式混合均勻。冷水分3-4次加入(沒加完沒關係)，按壓成團.不黏手也不黏鍋的光滑麵團(保鮮膜包住）成團後，包上保鮮膜就可以靜放在旁邊等候嘍。

✌🏻準備油酥的部分嘍🐷準備油酥材料👇🏻
低筋麵粉
無水奶油
紫薯粉將過篩好的低筋麵粉200g➕無水奶油90g


🥣無水奶油可以放置稍微軟化.在倒麵粉🥣低筋麵粉跟無水奶油混合後在倒入紫薯粉按壓均勻成團即可用保鮮膜包覆入冰箱待用芋頭泥先搓圓放好備用油皮35克
油酥25克油皮壓平把油酥包進去

🥣油皮➕油酥平均➕加起來平均的重量是60克🥣全部包好後，醜醜的接合處朝上第一次
步驟1.2.3.4.
壓平 桿開 斜邊捲起第二次
一樣醜醜的接合處朝上面
壓平 桿開 捲起全都捲好後對半切

🥣對半切後，平均一顆淨重約30克上下🥣切開對半後，切口面向上桿平後，翻面把麵皮放在虎口，放上芋頭泥。收口完成送進烤箱做Spa嘍❤️
溫度👇🏻
上溫180
下溫180
時間約一個半小時上下，（視自己的烤箱為主哦，每個人烤箱受熱溫度都不太一樣喔！如果怕表面上色過深，約15-20分可以覆蓋一層鋁箔紙）完成嘍🎉"
西式,👩‍🍳蛋黃酥,"前置作業～
將材料都秤重秤好，油皮和油酥的麵粉都先過篩備用！
無鹽奶油於室溫軟化備用！
將鹹蛋黃泡米酒10分左右，再放入烤箱烤！將鹹蛋黃，用150度烤10分左右⋯烤到鹹蛋黃有香味，7～8分熟即可⋯不要烤過頭！
烤好，放涼備用！將烏豆沙餡分成18個，每一個30g!將烏豆沙用手掌壓成小圓，包入ㄧ個鹹蛋黃！再包成ㄧ個小圓，收口壓緊！內餡處理好，備用！做油皮～
將軟化的奶油，加入糖粉切拌均勻！再加入過篩後的高筋麵粉和低筋麵粉⋯和水混合均勻⋯搓揉至光滑均勻麵糰！再用保鮮膜包起來鬆醒20分左右⋯製作油酥～
將軟化的無鹽奶油加入過篩後的低筋麵粉⋯用手抓揉成無顆粒均勻麵糰即可（不要過度搓揉，麵粉出筋會影響口感）油酥包好保鮮膜，先放冷藏備用！準備整型～
將油皮和油酥分成18個⋯秤重均分好備用！將油皮掌壓成小圓⋯油皮壓平將油酥包進去⋯滾圓，包好⋯收口捏緊！收口向上⋯全部包好，蓋保鮮膜準備整型⋯麵團收口向上⋯
將麵糰用手掌壓ㄧ下，再用桿麵棍桿成牛舌餅狀⋯光滑面在下！由上往下捲下來⋯如上圖！將麵糰調個頭⋯如上圖～用手掌壓平⋯用桿麵棍從麵糰中間，輕輕的分別往上和往下桿開⋯如上圖⋯接下來，從上往下⋯輕輕的捲下來！捲下來⋯如上圖！每一個都重複以上動作⋯如上圖！用保鮮膜蓋起來⋯讓麵糰鬆醒10分左右！鬆醒好的麵團⋯用大姆指從中間壓下⋯兩端往中間折起，捏一下，再將小麵糰壓扁⋯如上圖！壓平⋯用桿麵棍⋯輕輕桿成小圓，記得光滑面都是在下哦！放上內餡⋯慢慢的利用虎口將麵糰捏成小圓，收口捏緊！每一個都整型好，間隔一些距離，整齊的排好在烤盤內！烤盤上記得要鋪烘焙紙！將烤箱用170度預熱10分左右⋯
準備蛋黃液，和黑芝麻粒⋯沾適量蛋黃液⋯刷在每個麵糰上，刷的方式要繞圓刷哦！
這個動作很重要，這樣烤起來才會呈現圓滾滾的模樣喔！刷完ㄧ次⋯再重複刷ㄧ次⋯刷好，如上⋯再灑上適量的黑芝麻粒⋯⋯
烤箱用170度烤25～30分左右！
（各家烤箱烤溫不同，要隨時觀察蛋黃酥上色狀態⋯調整烤溫和時間）大約烤10分左右⋯先取出來，再用蛋黃液ㄧ樣用刷子繞小圓再刷一次！再送入烤箱烤！烤到金黃色即可！烤出來的蛋黃酥黃澄澄，閃閃亮亮，好誘人啊😍來張特寫❤️試吃時間⋯
酥軟的外皮，加上不甜不膩的烏豆沙⋯和鹹香的鹹蛋黃，吃起來奶香味十足，層次分明！
中秋節⋯親手做的點心，特別有意義啊！
不用排名店，不妨自己做看看！
朋友試吃完，說唇齒留香⋯心動不如行動，趕快跟進吧❤️"
西式,客家九層糕(影音),"準備食材。
【白色粉漿】：所有材料倒入盆內，全部混合均勻。【黑糖粉漿】：黑糖預先用60C.C的熱水混合均勻，再加入所有材料混合均勻。只需將混勻的【黑糖粉漿】過篩，篩掉融不掉的黑糖粒，【白色粉漿】無需過篩。長方型容器，可預先塗抹適量食用油，先倒入第一層【白色粉漿】60~70C.C(實際容量，要個人依照所使用容器大小自行斟酌)放入已燒開的蒸鍋內，中大蒸約2~3分鐘，蒸到表面有點凝固，即可取出來。(不可蒸太熟，太熟二層會無法結合在一起；也不可以過生，二層會混合在一起，分層界限會不明顯)取出後，繼續倒入【黑糖粉漿】約60~70C.C(毎次所倒入的粉漿，都必須確認已拌勻、攪拌時鍋底無阻力後才倒入)繼續放入已燒開的蒸鍋內，中大蒸約2~3分鐘，蒸到表面有點凝固，即可取出來。(如此一層白色粉漿，一層黑糖粉漿重覆個數次，依照所使用容器的高度調整，不一定非要九層不可)
所有層次做完後，即可取出放涼，待放涼後即可倒出來分切。「客家九層糕」完成了，很適合給老人小孩食用的一道點心。除了可直接食用，也可以淋上黑糖漿搭配著吃。
【黑糖漿】：黑糖加上熱水，放入小鍋內，開火煮融即可。"
西式,【中秋節】奶香綠豆糕,將綠豆洗淨瀝乾。把綠豆倒入鍋中，加入約1.5倍的水淹過綠豆。水滾後將水倒除，再次加入等量冷水繼續煮，煮滾後轉小火蓋上鍋蓋煮至綠豆熟透。最後加入冰糖（可以用砂糖取代）、鹽攪拌至全融於綠豆湯內。把綠豆倒入果汁機內打成泥，再用濾網過篩把綠豆皮給去除。將綠豆沙倒入平底鍋內加入奶粉及奶油，開小火翻炒。（需花點時間耐心翻拌底部才不會燒焦）翻炒至豆沙成團即可。將豆沙移至淺盤中蓋上保鮮膜，放入冰箱冷藏備用。把豆沙分成1個為30g的小團揉圓。再搓成橢圓形比較好入模。最後使用月餅壓模壓出花樣即可。（壓模可以刷上一層食用油比較好脫模）完成！開吃，冷藏過後更好吃！
西式,免烤的冰皮荷花酥,"冰皮粉加入水，攪拌均勻加入白油，揉均勻
(可以用手揉，但要注意衛生)冰皮粉分割35g/個，餡料15g/個
將冰皮粉跟餡料搓圓，冰皮粉壓平包入餡料(注意封口要捏緊)將包好餡的冰皮用桿麵棍壓扁(不要壓全扁，還是要保留厚度唷)切米字狀後，中間在各劃一刀取兩辦 左右轉一下，尾端處合併捏緊，全部完成後，拉挺一點就完成
(左辦向右轉，右辦向左轉)"
西式,👩‍🍳抹茶紅豆螺絲酥,"前置作業～
將材料都秤重完，準備好！
將油皮材料中筋麵粉和低筋麵粉、鹽混合後過篩備用！
無鹽奶油放於常溫軟化備用！先將內餡分成每個30g,搓成小圓備用⋯製作油皮～
將糖粉加入軟化的無鹽奶油拌勻，再加入過篩後的低筋麵粉和中筋麵粉拌勻，續加入水用手抓揉成一無顆粒光滑麵糰！成以上光滑柔軟的麵團！用保鮮膜蓋住油皮，靜置鬆醒20～25分左右！製作油酥～
將低筋麵粉加抹茶粉混合過篩⋯加入軟化的無鹽奶油，拌勻成無顆粒麵團即可！不需過度搓揉！油酥狀態如上～將油酥包保鮮膜，放冷藏備用！準備整型先將材料都均分好～
將油皮分成每個28g,油酥每個18g,豆沙餡每個30g!都搓成小圓備用！接下來將油皮包油酥！都搓成小圓備用，搓好用保鮮膜蓋著！開始整型～
將麵糰用桿麵棍桿成牛舌餅形狀⋯桿的越長，做起來層次更多！如圖，用斜捲方式⋯慢慢捲下來⋯如上圖～接下來，將麵糰稍用手壓平，用桿麵棍從中間分別往上、往下輕輕桿開⋯桿的越長，層次更分明喔！接下來，從下往上慢慢捲起⋯捲好如上，蓋保鮮膜，鬆醒10分左右！用有鋸齒的小刀，分成2個！要小心切，比較不會破壞紋路哦！分好如上～
包的時候，切面在外⋯紋路才會出現喔！將切好的麵糰，用手稍壓平，用桿麵棍輕輕桿開⋯成ㄧ圓，準備包內餡！記得，切面處是朝外！將內餡紅豆餡包好，輕輕搓成小圓，收口捏緊！整型好⋯
先打開烤箱，用180度預熱10分左右⋯⋯
再用170度烤30～35分左右（每家烤箱烤溫不同，再依自己的烤箱特性調整烤溫和時間）我烤到15分左右，有取出烤盤，調頭再續烤⋯烤好的抹茶紅豆酥，抹茶色好美好療癒⋯
每顆都美美的，大成功啊！特寫來一張⋯太美了！
酥酥香香，配上一杯熱茶🍵，好幸福啊！
自己做的安心美味愛心都兼顧了！
今年中秋節，就用手作月餅聊表心意，送祝福吧！❤️"
西式,QQ南瓜饅頭🎶,將奶油南瓜去皮、切塊、蒸熟。含水量高的奶油南瓜，做出來的饅頭更QQ。蒸熟的南瓜，趁熱搗成南瓜泥。準備一個大盆，把所有的材料與南瓜泥拌勻，揉合成麵糰。然後蓋濕布，進行發酵（約2個小時）。麵糰發酵完成，進行三桿三折⋯⋯分成50克/個小麵糰，桿平、切割為圖示。由未切割處開始捲。捲成圓滾筒狀。雙開口處黏結成環。墊上饅頭紙，表面噴水、進行最終發酵。發酵時間約半小時，饅頭膨脹至一倍大即可。電鍋外鍋加水1杯、電鍋蓋包毛巾，按下開關進行蒸饅頭。蒸發時間約十分鐘⋯開關跳起後，電鍋蓋打開一小縫、透出熱空氣⋯靜待五分鐘，再將饅頭全部移至網架、待涼。黃澄澄的南瓜金饅頭～
西式,中秋月餅(微糖低油),"月餅皮材料
中筋麵粉 食用油 轉化糖
沒有轉化糖可以用蜂蜜代替轉化糖+油拌勻加入麵粉拌勻完成麵團後用保鮮膜包起來靜置30分鐘每份15g的烏豆沙鹹蛋黃切半將鹹蛋黃包入其中
烏豆沙可自行換成綠豆、紅豆、芋頭等等
完成內餡一份麵皮20g
取20g的麵皮包入餡料使用壓模棒壓模
這個可以在網路上或是材料行買到
如果沒有做圓形的也可以各式形狀各式形狀表層刷上蛋黃
這麼做是為了上色好看
呈現美麗的金黃色澤
烤箱要先預熱好
上火230 下火190
烤大約25分鐘即可！完成囉~
烤好的月餅建議等放置一天後食用
讓月餅皮充分回油後口感濕潤好吃!"
